station_complex_id,station_complex_name,borough,avg_annual_ridership,log_avg_ridership,is_ibx,subway_trips_per_hour_am_peak,subway_lines_serving_station,inv_headway,log_jobs_access_network,log_pop_density_0p5mi,landuse_entropy_0p5mi,cultural_count_0p5mi_log1p,log_pct_walked_access_network,log_bus_routes_access_network,min_line_anchor_travel_time_min,median_line_anchor_travel_time_min,n_valid_anchor_lines,travel_time_source,log_min_line_anchor_travel_time,travel_time_missing_flag,poverty_latest,poverty_slope,pop_latest,pop_slope,poverty_latest_orig,poverty_slope_orig,nearest_station_complex_id,poverty_source,poverty_imputed_flag,poverty_missing_flag,population_missing_flag,poverty_imputed_nearest_flag,poverty_imputed_line_flag
212,"Kingsbridge Rd (B,D)",Bronx,4024.570936,8.300422027,False,47.67,2,0.6666662222225186,8.196161139282902,11.405685406299774,2.037484593,2.302585093,2.282733407224519,3.044522437723423,32.0,35.75,2.0,observed_gtfs,3.49650756146648,0,36.32551531,0.284166676,8312.820301,-97.39037801,,,296,nearest_gtfs,1,0,0,1,0
213,"Fordham Rd (B,D)",Bronx,6138.099238,8.722433306,False,47.67,2,0.6666662222225186,8.872487182278038,11.5512611712358,2.062062022,2.079441542,2.6057284688469387,3.1354942159291497,30.5,34.0,2.0,observed_gtfs,3.449987545831587,0,8.047234247,-1.332213627,7647.362805,63.22942623,,,297,nearest_gtfs,1,0,0,1,0
214,"182-183 Sts (B,D)",Bronx,2871.285377,7.962863291,False,41.67,2,0.999999000001,8.6921543938039,11.555889164402345,2.115071621,1.098612289,2.228143817947239,3.044522437723423,36.0,36.0,1.0,observed_gtfs,3.610917912644224,0,32.5985867,-0.60874452,9948.836087,27.95477184,,,298,nearest_gtfs,1,0,0,1,0
215,"Tremont Av (B,D)",Bronx,4451.407716,8.401200289,False,48.0,2,0.6666662222225186,8.48879371689454,11.40544047198548,2.249045456,1.609437912,2.1089515420024307,2.8903717578961645,28.0,31.25,2.0,observed_gtfs,3.367295829986474,0,32.5985867,-0.60874452,8785.388321,29.0392648,,,298,nearest_gtfs,1,0,0,1,0
216,"174-175 Sts (B,D)",Bronx,2735.793602,7.914542296,False,42.67,2,0.6666662222225186,8.127995055771946,11.389514120054994,2.147413238,1.098612289,2.178816221112229,2.833213344056216,33.0,33.0,1.0,observed_gtfs,3.5263605246161616,0,15.77668782,-0.772409006,7365.920363,-71.31797379,,,300,nearest_gtfs,1,0,0,1,0
217,"170 St (B,D)",Bronx,3495.997158,8.159659924,False,42.33,2,0.6666662222225186,8.236420527265391,11.51566171801311,2.081559651,0.693147181,2.370644323186906,2.9444389791664403,31.0,31.0,1.0,observed_gtfs,3.4657359027997265,0,15.77668782,-0.772409006,8295.510616,-24.10165263,,,,line_fill,1,0,0,0,1
218,"167 St (B,D)",Bronx,4899.177492,8.497026706,False,42.33,2,0.6666662222225186,8.53050420547591,11.557248523606892,2.016725218,1.609437912,2.395915810044923,2.772588722239781,29.5,29.5,1.0,observed_gtfs,3.417726683613366,0,30.36343184,-0.798639018,10192.73542,-115.0393711,,,220,nearest_gtfs,1,0,0,1,0
416,Wakefield-241 St (2),Bronx,2810.395743,7.941436345,False,38.0,2,0.6666662222225186,7.5310163320779155,9.98192897884269,1.705850204,0.0,1.4245813370338989,1.6094379124341005,58.0,58.0,1.0,observed_gtfs,4.07753744390572,0,30.36343184,-0.798639018,2076.006517,-10.28465335,,,,line_fill,1,0,0,0,1
418,"233 St (2,5)",Bronx,2606.342163,7.866086653,False,42.0,2,0.6666662222225186,8.09040229659332,10.600776145596624,1.962247908,0.693147181,1.793762429795936,2.079441541679836,53.5,54.25,2.0,observed_gtfs,3.9982007016691994,0,30.36343184,-0.798639018,4727.048714,34.53597786,,,,line_fill,1,0,0,0,1
419,"225 St (2,5)",Bronx,1906.389635,7.553490903,False,42.33,2,0.999999000001,7.724004656676065,10.689760711085556,1.782420997,0.693147181,1.5392173550062096,2.4849066497880004,51.25,52.38,2.0,observed_gtfs,3.9560398908449206,0,30.36343184,-0.798639018,4153.46058,15.22772375,,,,line_fill,1,0,0,0,1
