station_complex_id,pop_latest,pop_slope,pop_growth_ratio,pop_first_year,pop_last_year,n_years
514,1067.702736,40.31445634,1.30759589,2013,2024,12
515,626.3372239,-0.890968583,1.004037237,2013,2024,12
516,496.6858974,8.553726188,1.177484133,2013,2024,12
517,342.0300654,7.142753668,1.2771453,2013,2024,12
518,636.958799,65.79359442,1019.408244,2013,2024,12
519,193.7049293,2.811287418,0.842866975,2013,2024,12
522,389.1594642,-8.474157411,0.925705363,2013,2024,12
523,364.0934583,5.168462416,0.960848855,2013,2024,12
601,8268.175852,-68.19942907,0.934045274,2013,2024,12
602,5861.663755,161.96429,1.307130088,2013,2024,12
603,907.1139353,20.73267257,1.527746076,2013,2024,12
604,2167.307645,111.1041152,1.635256827,2013,2024,12
605,5058.220273,12.37978025,1.034068552,2013,2024,12
606,2000.61937,216.5164635,1.732818282,2020,2024,5
607,2085.21011,40.13383946,1.194736551,2013,2024,12
608,2973.498211,4.830401471,1.011521246,2013,2024,12
609,710.2219648,-8.347710759,1.005904823,2013,2024,12
610,1587.220519,-120.3178937,0.639458096,2013,2024,12
611,644.1676847,5.108529472,1.140874527,2013,2024,12
612,3467.172586,5.782273154,1.052462909,2013,2024,12
613,3825.096871,23.64662646,0.952381451,2013,2024,12
614,4284.870236,-24.56881221,0.932724836,2013,2024,12
615,2691.685074,-16.69443077,0.94239545,2013,2024,12
616,5213.941219,171.7720738,1.319552797,2013,2024,12
617,3268.667747,65.58397311,1.420406005,2013,2024,12
618,5205.635084,-122.9729787,0.783478988,2013,2024,12
619,4319.871321,-62.2862885,0.88656888,2013,2024,12
620,3634.784384,73.69139735,1.307625275,2013,2024,12
621,1853.037045,68.8684735,1.605674543,2013,2024,12
622,1366.09699,102.5510959,2.364023372,2013,2024,12
623,3798.99362,120.9388159,1.266619586,2013,2024,12
624,3825.473535,-178.670721,0.776472978,2013,2024,12
625,5351.009714,-67.79562147,0.895718174,2013,2024,12
626,6972.566136,149.7715188,1.643679168,2013,2024,12
