stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,station_complex_id,complex_stop_name,complex_display_name,constituent_station_names,station_ids,borough,cbd,daytime_routes,structure_type,complex_latitude,complex_longitude,ada,ada_notes,is_ibx,station_complex_name,station_complex_lat,station_complex_lon
114,145 St,40.826551,-73.95036,1,,304.0,145 St,145 St (1),145 St,304,M,False,1,Subway,40.826551,-73.95036,0.0,,False,145 St (1),40.826551,-73.95036
114N,145 St,40.826551,-73.95036,0,114,,,,,,,,,,,,,,False,145 St,,
114S,145 St,40.826551,-73.95036,0,114,,,,,,,,,,,,,,False,145 St,,
115,137 St-City College,40.822008,-73.953676,1,,305.0,137 St-City College,137 St-City College (1),137 St-City College,305,M,False,1,Subway,40.822008,-73.953676,0.0,,False,137 St-City College (1),40.822008,-73.953676
115N,137 St-City College,40.822008,-73.953676,0,115,,,,,,,,,,,,,,False,137 St-City College,,
115S,137 St-City College,40.822008,-73.953676,0,115,,,,,,,,,,,,,,False,137 St-City College,,
116,125 St,40.815581,-73.958372,1,,306.0,125 St,125 St (1),125 St,306,M,False,1,Elevated,40.815581,-73.958372,0.0,,False,125 St (1),40.815581,-73.958372
116N,125 St,40.815581,-73.958372,0,116,,,,,,,,,,,,,,False,125 St,,
116S,125 St,40.815581,-73.958372,0,116,,,,,,,,,,,,,,False,125 St,,
117,116 St-Columbia University,40.807722,-73.96411,1,,307.0,116 St-Columbia University,116 St-Columbia University (1),116 St-Columbia University,307,M,False,1,Subway,40.807722,-73.96411,0.0,,False,116 St-Columbia University (1),40.807722,-73.96411
117N,116 St-Columbia University,40.807722,-73.96411,0,117,,,,,,,,,,,,,,False,116 St-Columbia University,,
117S,116 St-Columbia University,40.807722,-73.96411,0,117,,,,,,,,,,,,,,False,116 St-Columbia University,,
118,Cathedral Pkwy (110 St),40.803967,-73.966847,1,,308.0,Cathedral Pkwy (110 St),Cathedral Pkwy (110 St) (1),Cathedral Pkwy (110 St),308,M,False,1,Subway,40.803967,-73.966847,0.0,,False,Cathedral Pkwy (110 St) (1),40.803967,-73.966847
118N,Cathedral Pkwy (110 St),40.803967,-73.966847,0,118,,,,,,,,,,,,,,False,Cathedral Pkwy (110 St),,
118S,Cathedral Pkwy (110 St),40.803967,-73.966847,0,118,,,,,,,,,,,,,,False,Cathedral Pkwy (110 St),,
119,103 St,40.799446,-73.968379,1,,309.0,103 St,103 St (1),103 St,309,M,False,1,Subway,40.799446,-73.968379,0.0,,False,103 St (1),40.799446,-73.968379
119N,103 St,40.799446,-73.968379,0,119,,,,,,,,,,,,,,False,103 St,,
119S,103 St,40.799446,-73.968379,0,119,,,,,,,,,,,,,,False,103 St,,
120,96 St,40.793919,-73.972323,1,,310.0,96 St,"96 St (1,2,3)",96 St,310,M,False,1 2 3,Subway,40.793919,-73.972323,1.0,,False,"96 St (1,2,3)",40.793919,-73.972323
120N,96 St,40.793919,-73.972323,0,120,,,,,,,,,,,,,,False,96 St,,
120S,96 St,40.793919,-73.972323,0,120,,,,,,,,,,,,,,False,96 St,,
121,86 St,40.788644,-73.976218,1,,311.0,86 St,86 St (1),86 St,311,M,False,1,Subway,40.788644,-73.976218,0.0,,False,86 St (1),40.788644,-73.976218
121N,86 St,40.788644,-73.976218,0,121,,,,,,,,,,,,,,False,86 St,,
121S,86 St,40.788644,-73.976218,0,121,,,,,,,,,,,,,,False,86 St,,
122,79 St,40.783934,-73.979917,1,,312.0,79 St,79 St (1),79 St,312,M,False,1,Subway,40.783934,-73.979917,0.0,,False,79 St (1),40.783934,-73.979917
122N,79 St,40.783934,-73.979917,0,122,,,,,,,,,,,,,,False,79 St,,
122S,79 St,40.783934,-73.979917,0,122,,,,,,,,,,,,,,False,79 St,,
123,72 St,40.778453,-73.98197,1,,313.0,72 St,"72 St (1,2,3)",72 St,313,M,False,1 2 3,Subway,40.778453,-73.98197,1.0,,False,"72 St (1,2,3)",40.778453,-73.98197
123N,72 St,40.778453,-73.98197,0,123,,,,,,,,,,,,,,False,72 St,,
123S,72 St,40.778453,-73.98197,0,123,,,,,,,,,,,,,,False,72 St,,
124,66 St-Lincoln Center,40.77344,-73.982209,1,,314.0,66 St-Lincoln Center,66 St-Lincoln Center (1),66 St-Lincoln Center,314,M,False,1,Subway,40.77344,-73.982209,1.0,,False,66 St-Lincoln Center (1),40.77344,-73.982209
124N,66 St-Lincoln Center,40.77344,-73.982209,0,124,,,,,,,,,,,,,,False,66 St-Lincoln Center,,
124S,66 St-Lincoln Center,40.77344,-73.982209,0,124,,,,,,,,,,,,,,False,66 St-Lincoln Center,,
125,59 St-Columbus Circle,40.768247,-73.981929,1,,614.0,59 St-Columbus Circle,"59 St-Columbus Circle (1,A,C,B,D)",59 St-Columbus Circle,161; 315,M,True,1 A C B D,Subway,40.7682715,-73.9818325,1.0,,False,"59 St-Columbus Circle (1,A,C,B,D)",40.7682715,-73.9818325
125N,59 St-Columbus Circle,40.768247,-73.981929,0,125,,,,,,,,,,,,,,False,59 St-Columbus Circle,,
125S,59 St-Columbus Circle,40.768247,-73.981929,0,125,,,,,,,,,,,,,,False,59 St-Columbus Circle,,
126,50 St,40.761728,-73.983849,1,,316.0,50 St,50 St (1),50 St,316,M,True,1,Subway,40.761728,-73.983849,0.0,,False,50 St (1),40.761728,-73.983849
126N,50 St,40.761728,-73.983849,0,126,,,,,,,,,,,,,,False,50 St,,
126S,50 St,40.761728,-73.983849,0,126,,,,,,,,,,,,,,False,50 St,,
127,Times Sq-42 St,40.75529,-73.987495,1,,611.0,Times Sq-42 St/Port Authority Bus Terminal,"Times Sq-42 St/Port Authority Bus Terminal (1,2,3,7,A,C,E,N,Q,R,W,S)",42 St-Port Authority Bus Terminal; Times Sq-42 St,11; 163; 317; 467; 468,M,True,1 2 3 7 A C E N Q R W S,Subway,40.755746,-73.9875808,1.0,,False,"Times Sq-42 St/Port Authority Bus Terminal (1,2,3,7,A,C,E,N,Q,R,W,S)",40.755746,-73.9875808
127N,Times Sq-42 St,40.75529,-73.987495,0,127,,,,,,,,,,,,,,False,Times Sq-42 St,,
127S,Times Sq-42 St,40.75529,-73.987495,0,127,,,,,,,,,,,,,,False,Times Sq-42 St,,
128,34 St-Penn Station,40.750373,-73.991057,1,,318.0,34 St-Penn Station,"34 St-Penn Station (1,2,3)",34 St-Penn Station,318,M,True,1 2 3,Subway,40.750373,-73.991057,1.0,,False,"34 St-Penn Station (1,2,3)",40.750373,-73.991057
128N,34 St-Penn Station,40.750373,-73.991057,0,128,,,,,,,,,,,,,,False,34 St-Penn Station,,
128S,34 St-Penn Station,40.750373,-73.991057,0,128,,,,,,,,,,,,,,False,34 St-Penn Station,,
129,28 St,40.747215,-73.993365,1,,319.0,28 St,28 St (1),28 St,319,M,True,1,Subway,40.747215,-73.993365,0.0,,False,28 St (1),40.747215,-73.993365
129N,28 St,40.747215,-73.993365,0,129,,,,,,,,,,,,,,False,28 St,,
129S,28 St,40.747215,-73.993365,0,129,,,,,,,,,,,,,,False,28 St,,
130,23 St,40.744081,-73.995657,1,,320.0,23 St,23 St (1),23 St,320,M,True,1,Subway,40.744081,-73.995657,0.0,,False,23 St (1),40.744081,-73.995657
130N,23 St,40.744081,-73.995657,0,130,,,,,,,,,,,,,,False,23 St,,
130S,23 St,40.744081,-73.995657,0,130,,,,,,,,,,,,,,False,23 St,,
131,18 St,40.74104,-73.997871,1,,321.0,18 St,18 St (1),18 St,321,M,True,1,Subway,40.74104,-73.997871,0.0,,False,18 St (1),40.74104,-73.997871
131N,18 St,40.74104,-73.997871,0,131,,,,,,,,,,,,,,False,18 St,,
131S,18 St,40.74104,-73.997871,0,131,,,,,,,,,,,,,,False,18 St,,
132,14 St,40.737826,-74.000201,1,,601.0,14 St/6 Av,"14 St/6 Av (1,2,3,L,F,M)",14 St; 6 Av,116; 229; 322,M,True,1 2 3 L F M,Subway,40.73779633,-73.997732,1.0,,False,"14 St/6 Av (1,2,3,L,F,M)",40.73779633,-73.997732
132N,14 St,40.737826,-74.000201,0,132,,,,,,,,,,,,,,False,14 St,,
132S,14 St,40.737826,-74.000201,0,132,,,,,,,,,,,,,,False,14 St,,
133,Christopher St-Stonewall,40.733422,-74.002906,1,,323.0,Christopher St-Stonewall,Christopher St-Stonewall (1),Christopher St-Stonewall,323,M,True,1,Subway,40.733422,-74.002906,0.0,,False,Christopher St-Stonewall (1),40.733422,-74.002906
133N,Christopher St-Stonewall,40.733422,-74.002906,0,133,,,,,,,,,,,,,,False,Christopher St-Stonewall,,
133S,Christopher St-Stonewall,40.733422,-74.002906,0,133,,,,,,,,,,,,,,False,Christopher St-Stonewall,,
134,Houston St,40.728251,-74.005367,1,,324.0,Houston St,Houston St (1),Houston St,324,M,True,1,Subway,40.728251,-74.005367,0.0,,False,Houston St (1),40.728251,-74.005367
134N,Houston St,40.728251,-74.005367,0,134,,,,,,,,,,,,,,False,Houston St,,
134S,Houston St,40.728251,-74.005367,0,134,,,,,,,,,,,,,,False,Houston St,,
135,Canal St,40.722854,-74.006277,1,,325.0,Canal St,Canal St (1),Canal St,325,M,True,1,Subway,40.722854,-74.006277,0.0,,False,Canal St (1),40.722854,-74.006277
135N,Canal St,40.722854,-74.006277,0,135,,,,,,,,,,,,,,False,Canal St,,
135S,Canal St,40.722854,-74.006277,0,135,,,,,,,,,,,,,,False,Canal St,,
136,Franklin St,40.719318,-74.006886,1,,326.0,Franklin St,Franklin St (1),Franklin St,326,M,True,1,Subway,40.719318,-74.006886,0.0,,False,Franklin St (1),40.719318,-74.006886
136N,Franklin St,40.719318,-74.006886,0,136,,,,,,,,,,,,,,False,Franklin St,,
136S,Franklin St,40.719318,-74.006886,0,136,,,,,,,,,,,,,,False,Franklin St,,
137,Chambers St,40.715478,-74.009266,1,,327.0,Chambers St,"Chambers St (1,2,3)",Chambers St,327,M,True,1 2 3,Subway,40.715478,-74.009266,1.0,,False,"Chambers St (1,2,3)",40.715478,-74.009266
137N,Chambers St,40.715478,-74.009266,0,137,,,,,,,,,,,,,,False,Chambers St,,
137S,Chambers St,40.715478,-74.009266,0,137,,,,,,,,,,,,,,False,Chambers St,,
138,WTC Cortlandt,40.711835,-74.012188,1,,328.0,WTC Cortlandt,WTC Cortlandt (1),WTC Cortlandt,328,M,True,1,Subway,40.711835,-74.012188,1.0,,False,WTC Cortlandt (1),40.711835,-74.012188
138N,WTC Cortlandt,40.711835,-74.012188,0,138,,,,,,,,,,,,,,False,WTC Cortlandt,,
138S,WTC Cortlandt,40.711835,-74.012188,0,138,,,,,,,,,,,,,,False,WTC Cortlandt,,
139,Rector St,40.707513,-74.013783,1,,329.0,Rector St,Rector St (1),Rector St,329,M,True,1,Subway,40.707513,-74.013783,0.0,,False,Rector St (1),40.707513,-74.013783
139N,Rector St,40.707513,-74.013783,0,139,,,,,,,,,,,,,,False,Rector St,,
139S,Rector St,40.707513,-74.013783,0,139,,,,,,,,,,,,,,False,Rector St,,
140,South Ferry Loop,40.701411,-74.013205,1,,,,,,,,,,,,,,,False,South Ferry Loop,,
140N,South Ferry Loop,40.701411,-74.013205,0,140,,,,,,,,,,,,,,False,South Ferry Loop,,
140S,South Ferry Loop,40.701411,-74.013205,0,140,,,,,,,,,,,,,,False,South Ferry Loop,,
142,South Ferry,40.702068,-74.013664,1,,635.0,Whitehall St-South Ferry,"Whitehall St-South Ferry (1,R,W)",South Ferry; Whitehall St-South Ferry,23; 330,M,True,1 R W,Subway,40.7025775,-74.013329,2.0,R W not accessible; 1 accessible,False,"Whitehall St-South Ferry (1,R,W)",40.7025775,-74.013329
142N,South Ferry,40.702068,-74.013664,0,142,,,,,,,,,,,,,,False,South Ferry,,
142S,South Ferry,40.702068,-74.013664,0,142,,,,,,,,,,,,,,False,South Ferry,,
201,Wakefield-241 St,40.903125,-73.85062,1,,416.0,Wakefield-241 St,Wakefield-241 St (2),Wakefield-241 St,416,Bx,False,2,Elevated,40.903125,-73.85062,0.0,,False,Wakefield-241 St (2),40.903125,-73.85062
201N,Wakefield-241 St,40.903125,-73.85062,0,201,,,,,,,,,,,,,,False,Wakefield-241 St,,
201S,Wakefield-241 St,40.903125,-73.85062,0,201,,,,,,,,,,,,,,False,Wakefield-241 St,,
204,Nereid Av,40.898379,-73.854376,1,,417.0,Nereid Av,"Nereid Av (2,5)",Nereid Av,417,Bx,False,2 5,Elevated,40.898379,-73.854376,0.0,,False,"Nereid Av (2,5)",40.898379,-73.854376
204N,Nereid Av,40.898379,-73.854376,0,204,,,,,,,,,,,,,,False,Nereid Av,,
204S,Nereid Av,40.898379,-73.854376,0,204,,,,,,,,,,,,,,False,Nereid Av,,
205,233 St,40.893193,-73.857473,1,,418.0,233 St,"233 St (2,5)",233 St,418,Bx,False,2 5,Elevated,40.893193,-73.857473,1.0,,False,"233 St (2,5)",40.893193,-73.857473
205N,233 St,40.893193,-73.857473,0,205,,,,,,,,,,,,,,False,233 St,,
205S,233 St,40.893193,-73.857473,0,205,,,,,,,,,,,,,,False,233 St,,
206,225 St,40.888022,-73.860341,1,,419.0,225 St,"225 St (2,5)",225 St,419,Bx,False,2 5,Elevated,40.888022,-73.860341,0.0,,False,"225 St (2,5)",40.888022,-73.860341
206N,225 St,40.888022,-73.860341,0,206,,,,,,,,,,,,,,False,225 St,,
206S,225 St,40.888022,-73.860341,0,206,,,,,,,,,,,,,,False,225 St,,
207,219 St,40.883895,-73.862633,1,,420.0,219 St,"219 St (2,5)",219 St,420,Bx,False,2 5,Elevated,40.883895,-73.862633,0.0,,False,"219 St (2,5)",40.883895,-73.862633
207N,219 St,40.883895,-73.862633,0,207,,,,,,,,,,,,,,False,219 St,,
207S,219 St,40.883895,-73.862633,0,207,,,,,,,,,,,,,,False,219 St,,
208,Gun Hill Rd,40.87785,-73.866256,1,,421.0,Gun Hill Rd,"Gun Hill Rd (2,5)",Gun Hill Rd,421,Bx,False,2 5,Elevated,40.87785,-73.866256,1.0,,False,"Gun Hill Rd (2,5)",40.87785,-73.866256
208N,Gun Hill Rd,40.87785,-73.866256,0,208,,,,,,,,,,,,,,False,Gun Hill Rd,,
208S,Gun Hill Rd,40.87785,-73.866256,0,208,,,,,,,,,,,,,,False,Gun Hill Rd,,
209,Burke Av,40.871356,-73.867164,1,,422.0,Burke Av,"Burke Av (2,5)",Burke Av,422,Bx,False,2 5,Elevated,40.871356,-73.867164,0.0,,False,"Burke Av (2,5)",40.871356,-73.867164
209N,Burke Av,40.871356,-73.867164,0,209,,,,,,,,,,,,,,False,Burke Av,,
209S,Burke Av,40.871356,-73.867164,0,209,,,,,,,,,,,,,,False,Burke Av,,
210,Allerton Av,40.865462,-73.867352,1,,423.0,Allerton Av,"Allerton Av (2,5)",Allerton Av,423,Bx,False,2 5,Elevated,40.865462,-73.867352,0.0,,False,"Allerton Av (2,5)",40.865462,-73.867352
210N,Allerton Av,40.865462,-73.867352,0,210,,,,,,,,,,,,,,False,Allerton Av,,
210S,Allerton Av,40.865462,-73.867352,0,210,,,,,,,,,,,,,,False,Allerton Av,,
211,Pelham Pkwy,40.857192,-73.867615,1,,424.0,Pelham Pkwy,"Pelham Pkwy (2,5)",Pelham Pkwy,424,Bx,False,2 5,Elevated,40.857192,-73.867615,1.0,,False,"Pelham Pkwy (2,5)",40.857192,-73.867615
211N,Pelham Pkwy,40.857192,-73.867615,0,211,,,,,,,,,,,,,,False,Pelham Pkwy,,
211S,Pelham Pkwy,40.857192,-73.867615,0,211,,,,,,,,,,,,,,False,Pelham Pkwy,,
212,Bronx Park East,40.848828,-73.868457,1,,425.0,Bronx Park East,"Bronx Park East (2,5)",Bronx Park East,425,Bx,False,2 5,Elevated,40.848828,-73.868457,0.0,,False,"Bronx Park East (2,5)",40.848828,-73.868457
212N,Bronx Park East,40.848828,-73.868457,0,212,,,,,,,,,,,,,,False,Bronx Park East,,
212S,Bronx Park East,40.848828,-73.868457,0,212,,,,,,,,,,,,,,False,Bronx Park East,,
213,E 180 St,40.841894,-73.873488,1,,426.0,E 180 St,"E 180 St (2,5)",E 180 St,426,Bx,False,2 5,Elevated,40.841894,-73.873488,1.0,,False,"E 180 St (2,5)",40.841894,-73.873488
213N,E 180 St,40.841894,-73.873488,0,213,,,,,,,,,,,,,,False,E 180 St,,
213S,E 180 St,40.841894,-73.873488,0,213,,,,,,,,,,,,,,False,E 180 St,,
214,West Farms Sq-E Tremont Av,40.840295,-73.880049,1,,427.0,West Farms Sq-E Tremont Av,"West Farms Sq-E Tremont Av (2,5)",West Farms Sq-E Tremont Av,427,Bx,False,2 5,Elevated,40.840295,-73.880049,0.0,,False,"West Farms Sq-E Tremont Av (2,5)",40.840295,-73.880049
214N,West Farms Sq-E Tremont Av,40.840295,-73.880049,0,214,,,,,,,,,,,,,,False,West Farms Sq-E Tremont Av,,
214S,West Farms Sq-E Tremont Av,40.840295,-73.880049,0,214,,,,,,,,,,,,,,False,West Farms Sq-E Tremont Av,,
215,174 St,40.837288,-73.887734,1,,428.0,174 St,"174 St (2,5)",174 St,428,Bx,False,2 5,Elevated,40.837288,-73.887734,0.0,,False,"174 St (2,5)",40.837288,-73.887734
215N,174 St,40.837288,-73.887734,0,215,,,,,,,,,,,,,,False,174 St,,
215S,174 St,40.837288,-73.887734,0,215,,,,,,,,,,,,,,False,174 St,,
216,Freeman St,40.829993,-73.891865,1,,429.0,Freeman St,"Freeman St (2,5)",Freeman St,429,Bx,False,2 5,Elevated,40.829993,-73.891865,0.0,,False,"Freeman St (2,5)",40.829993,-73.891865
216N,Freeman St,40.829993,-73.891865,0,216,,,,,,,,,,,,,,False,Freeman St,,
216S,Freeman St,40.829993,-73.891865,0,216,,,,,,,,,,,,,,False,Freeman St,,
217,Simpson St,40.824073,-73.893064,1,,430.0,Simpson St,"Simpson St (2,5)",Simpson St,430,Bx,False,2 5,Elevated,40.824073,-73.893064,1.0,,False,"Simpson St (2,5)",40.824073,-73.893064
217N,Simpson St,40.824073,-73.893064,0,217,,,,,,,,,,,,,,False,Simpson St,,
217S,Simpson St,40.824073,-73.893064,0,217,,,,,,,,,,,,,,False,Simpson St,,
218,Intervale Av,40.822181,-73.896736,1,,431.0,Intervale Av,"Intervale Av (2,5)",Intervale Av,431,Bx,False,2 5,Elevated,40.822181,-73.896736,0.0,,False,"Intervale Av (2,5)",40.822181,-73.896736
218N,Intervale Av,40.822181,-73.896736,0,218,,,,,,,,,,,,,,False,Intervale Av,,
218S,Intervale Av,40.822181,-73.896736,0,218,,,,,,,,,,,,,,False,Intervale Av,,
219,Prospect Av,40.819585,-73.90177,1,,432.0,Prospect Av,"Prospect Av (2,5)",Prospect Av,432,Bx,False,2 5,Elevated,40.819585,-73.90177,0.0,,False,"Prospect Av (2,5)",40.819585,-73.90177
219N,Prospect Av,40.819585,-73.90177,0,219,,,,,,,,,,,,,,False,Prospect Av,,
219S,Prospect Av,40.819585,-73.90177,0,219,,,,,,,,,,,,,,False,Prospect Av,,
220,Jackson Av,40.81649,-73.907807,1,,433.0,Jackson Av,"Jackson Av (2,5)",Jackson Av,433,Bx,False,2 5,Elevated,40.81649,-73.907807,0.0,,False,"Jackson Av (2,5)",40.81649,-73.907807
220N,Jackson Av,40.81649,-73.907807,0,220,,,,,,,,,,,,,,False,Jackson Av,,
220S,Jackson Av,40.81649,-73.907807,0,220,,,,,,,,,,,,,,False,Jackson Av,,
221,3 Av-149 St,40.816109,-73.917757,1,,434.0,3 Av-149 St,"3 Av-149 St (2,5)",3 Av-149 St,434,Bx,False,2 5,Subway,40.816109,-73.917757,1.0,,False,"3 Av-149 St (2,5)",40.816109,-73.917757
221N,3 Av-149 St,40.816109,-73.917757,0,221,,,,,,,,,,,,,,False,3 Av-149 St,,
221S,3 Av-149 St,40.816109,-73.917757,0,221,,,,,,,,,,,,,,False,3 Av-149 St,,
222,149 St-Grand Concourse,40.81841,-73.926718,1,,603.0,149 St-Grand Concourse,"149 St-Grand Concourse (2,4,5)",149 St-Grand Concourse,390; 435,Bx,False,2 4 5,Subway,40.8183925,-73.9270345,0.0,,False,"149 St-Grand Concourse (2,4,5)",40.8183925,-73.9270345
222N,149 St-Grand Concourse,40.81841,-73.926718,0,222,,,,,,,,,,,,,,False,149 St-Grand Concourse,,
222S,149 St-Grand Concourse,40.81841,-73.926718,0,222,,,,,,,,,,,,,,False,149 St-Grand Concourse,,
224,135 St,40.814229,-73.94077,1,,438.0,135 St,"135 St (2,3)",135 St,438,M,False,2 3,Subway,40.814229,-73.94077,1.0,,False,"135 St (2,3)",40.814229,-73.94077
224N,135 St,40.814229,-73.94077,0,224,,,,,,,,,,,,,,False,135 St,,
224S,135 St,40.814229,-73.94077,0,224,,,,,,,,,,,,,,False,135 St,,
225,125 St,40.807754,-73.945495,1,,439.0,125 St,"125 St (2,3)",125 St,439,M,False,2 3,Subway,40.807754,-73.945495,0.0,,False,"125 St (2,3)",40.807754,-73.945495
225N,125 St,40.807754,-73.945495,0,225,,,,,,,,,,,,,,False,125 St,,
225S,125 St,40.807754,-73.945495,0,225,,,,,,,,,,,,,,False,125 St,,
226,116 St,40.802098,-73.949625,1,,440.0,116 St,"116 St (2,3)",116 St,440,M,False,2 3,Subway,40.802098,-73.949625,0.0,,False,"116 St (2,3)",40.802098,-73.949625
226N,116 St,40.802098,-73.949625,0,226,,,,,,,,,,,,,,False,116 St,,
226S,116 St,40.802098,-73.949625,0,226,,,,,,,,,,,,,,False,116 St,,
227,Central Park North (110 St),40.799075,-73.951822,1,,441.0,110 St-Malcolm X Plaza,"110 St-Malcolm X Plaza (2,3)",110 St-Malcolm X Plaza,441,M,False,2 3,Subway,40.799075,-73.951822,0.0,,False,"110 St-Malcolm X Plaza (2,3)",40.799075,-73.951822
227N,Central Park North (110 St),40.799075,-73.951822,0,227,,,,,,,,,,,,,,False,Central Park North (110 St),,
227S,Central Park North (110 St),40.799075,-73.951822,0,227,,,,,,,,,,,,,,False,Central Park North (110 St),,
228,Park Place,40.713051,-74.008811,1,,624.0,Chambers St/WTC/Park Place/Cortlandt St,"Chambers St/WTC/Park Place/Cortlandt St (2,3,A,C,E,R,W)",Chambers St; Cortlandt St; Park Place; World Trade Center,21; 170; 171; 331,M,True,2 3 A C E R W,Subway,40.712603,-74.0095515,2.0,R W accessible; A C not accessible; E accessible; 2 3 not accessible,False,"Chambers St/WTC/Park Place/Cortlandt St (2,3,A,C,E,R,W)",40.712603,-74.0095515
228N,Park Place,40.713051,-74.008811,0,228,,,,,,,,,,,,,,False,Park Place,,
228S,Park Place,40.713051,-74.008811,0,228,,,,,,,,,,,,,,False,Park Place,,
229,Fulton St,40.709416,-74.006571,1,,628.0,Fulton St,"Fulton St (2,3,4,5,A,C,J,Z)",Fulton St,106; 172; 332; 412,M,True,2 3 4 5 A C J Z,Subway,40.71008875,-74.00783825,1.0,,False,"Fulton St (2,3,4,5,A,C,J,Z)",40.71008875,-74.00783825
229N,Fulton St,40.709416,-74.006571,0,229,,,,,,,,,,,,,,False,Fulton St,,
229S,Fulton St,40.709416,-74.006571,0,229,,,,,,,,,,,,,,False,Fulton St,,
230,Wall St,40.706821,-74.0091,1,,333.0,Wall St,"Wall St (2,3)",Wall St,333,M,True,2 3,Subway,40.706821,-74.0091,0.0,,False,"Wall St (2,3)",40.706821,-74.0091
230N,Wall St,40.706821,-74.0091,0,230,,,,,,,,,,,,,,False,Wall St,,
230S,Wall St,40.706821,-74.0091,0,230,,,,,,,,,,,,,,False,Wall St,,
231,Clark St,40.697466,-73.993086,1,,334.0,Clark St,"Clark St (2,3)",Clark St,334,Bk,False,2 3,Subway,40.697466,-73.993086,0.0,,False,"Clark St (2,3)",40.697466,-73.993086
231N,Clark St,40.697466,-73.993086,0,231,,,,,,,,,,,,,,False,Clark St,,
231S,Clark St,40.697466,-73.993086,0,231,,,,,,,,,,,,,,False,Clark St,,
232,Borough Hall,40.693219,-73.989998,1,,620.0,Borough Hall/Court St,"Borough Hall/Court St (2,3,4,5,R)",Borough Hall; Court St,24; 335; 415,Bk,False,2 3 4 5 R,Subway,40.693241,-73.990642,2.0,R not accessible; 2 3 accessible; 4 5 Manhattan-bound only,False,"Borough Hall/Court St (2,3,4,5,R)",40.693241,-73.990642
232N,Borough Hall,40.693219,-73.989998,0,232,,,,,,,,,,,,,,False,Borough Hall,,
232S,Borough Hall,40.693219,-73.989998,0,232,,,,,,,,,,,,,,False,Borough Hall,,
233,Hoyt St,40.690545,-73.985065,1,,336.0,Hoyt St,"Hoyt St (2,3)",Hoyt St,336,Bk,False,2 3,Subway,40.690545,-73.985065,2.0,Outbound only,False,"Hoyt St (2,3)",40.690545,-73.985065
233N,Hoyt St,40.690545,-73.985065,0,233,,,,,,,,,,,,,,False,Hoyt St,,
233S,Hoyt St,40.690545,-73.985065,0,233,,,,,,,,,,,,,,False,Hoyt St,,
234,Nevins St,40.688246,-73.980492,1,,337.0,Nevins St,"Nevins St (2,3,4,5)",Nevins St,337,Bk,False,2 3 4 5,Subway,40.688246,-73.980492,0.0,,False,"Nevins St (2,3,4,5)",40.688246,-73.980492
234N,Nevins St,40.688246,-73.980492,0,234,,,,,,,,,,,,,,False,Nevins St,,
234S,Nevins St,40.688246,-73.980492,0,234,,,,,,,,,,,,,,False,Nevins St,,
235,Atlantic Av-Barclays Ctr,40.684359,-73.977666,1,,617.0,Atlantic Av-Barclays Ctr,"Atlantic Av-Barclays Ctr (2,3,4,5,B,D,N,Q,R)",Atlantic Av-Barclays Ctr,27; 40; 338,Bk,False,2 3 4 5 B D N Q R,Subway,40.68416167,-73.97778867,1.0,,False,"Atlantic Av-Barclays Ctr (2,3,4,5,B,D,N,Q,R)",40.68416167,-73.97778867
235N,Atlantic Av-Barclays Ctr,40.684359,-73.977666,0,235,,,,,,,,,,,,,,False,Atlantic Av-Barclays Ctr,,
235S,Atlantic Av-Barclays Ctr,40.684359,-73.977666,0,235,,,,,,,,,,,,,,False,Atlantic Av-Barclays Ctr,,
236,Bergen St,40.680829,-73.975098,1,,339.0,Bergen St,"Bergen St (2,3)",Bergen St,339,Bk,False,2 3,Subway,40.680829,-73.975098,0.0,,False,"Bergen St (2,3)",40.680829,-73.975098
236N,Bergen St,40.680829,-73.975098,0,236,,,,,,,,,,,,,,False,Bergen St,,
236S,Bergen St,40.680829,-73.975098,0,236,,,,,,,,,,,,,,False,Bergen St,,
237,Grand Army Plaza,40.675235,-73.971046,1,,340.0,Grand Army Plaza,"Grand Army Plaza (2,3)",Grand Army Plaza,340,Bk,False,2 3,Subway,40.675235,-73.971046,0.0,,False,"Grand Army Plaza (2,3)",40.675235,-73.971046
237N,Grand Army Plaza,40.675235,-73.971046,0,237,,,,,,,,,,,,,,False,Grand Army Plaza,,
237S,Grand Army Plaza,40.675235,-73.971046,0,237,,,,,,,,,,,,,,False,Grand Army Plaza,,
238,Eastern Pkwy-Brooklyn Museum,40.671987,-73.964375,1,,341.0,Eastern Pkwy-Brooklyn Museum,"Eastern Pkwy-Brooklyn Museum (2,3)",Eastern Pkwy-Brooklyn Museum,341,Bk,False,2 3,Subway,40.671987,-73.964375,1.0,,False,"Eastern Pkwy-Brooklyn Museum (2,3)",40.671987,-73.964375
238N,Eastern Pkwy-Brooklyn Museum,40.671987,-73.964375,0,238,,,,,,,,,,,,,,False,Eastern Pkwy-Brooklyn Museum,,
238S,Eastern Pkwy-Brooklyn Museum,40.671987,-73.964375,0,238,,,,,,,,,,,,,,False,Eastern Pkwy-Brooklyn Museum,,
