stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,station_complex_id,complex_stop_name,complex_display_name,constituent_station_names,station_ids,borough,cbd,daytime_routes,structure_type,complex_latitude,complex_longitude,ada,ada_notes,is_ibx,station_complex_name,station_complex_lat,station_complex_lon
D08S,174-175 Sts,40.8459,-73.910136,0,D08,,,,,,,,,,,,,,False,174-175 Sts,,
D09,170 St,40.839306,-73.9134,1,,217.0,170 St,"170 St (B,D)",170 St,217,Bx,False,B D,Subway,40.839306,-73.9134,0.0,,False,"170 St (B,D)",40.839306,-73.9134
D09N,170 St,40.839306,-73.9134,0,D09,,,,,,,,,,,,,,False,170 St,,
D09S,170 St,40.839306,-73.9134,0,D09,,,,,,,,,,,,,,False,170 St,,
D10,167 St,40.833771,-73.91844,1,,218.0,167 St,"167 St (B,D)",167 St,218,Bx,False,B D,Subway,40.833771,-73.91844,0.0,,False,"167 St (B,D)",40.833771,-73.91844
D10N,167 St,40.833771,-73.91844,0,D10,,,,,,,,,,,,,,False,167 St,,
D10S,167 St,40.833771,-73.91844,0,D10,,,,,,,,,,,,,,False,167 St,,
D11,161 St-Yankee Stadium,40.827905,-73.925651,1,,604.0,161 St-Yankee Stadium,"161 St-Yankee Stadium (4,B,D)",161 St-Yankee Stadium,219; 389,Bx,False,4 B D,Elevated; Subway,40.8279495,-73.925741,1.0,,False,"161 St-Yankee Stadium (4,B,D)",40.8279495,-73.925741
D11N,161 St-Yankee Stadium,40.827905,-73.925651,0,D11,,,,,,,,,,,,,,False,161 St-Yankee Stadium,,
D11S,161 St-Yankee Stadium,40.827905,-73.925651,0,D11,,,,,,,,,,,,,,False,161 St-Yankee Stadium,,
D12,155 St,40.830135,-73.938209,1,,220.0,155 St,"155 St (B,D)",155 St,220,M,False,B D,Subway,40.830135,-73.938209,0.0,,False,"155 St (B,D)",40.830135,-73.938209
D12N,155 St,40.830135,-73.938209,0,D12,,,,,,,,,,,,,,False,155 St,,
D12S,155 St,40.830135,-73.938209,0,D12,,,,,,,,,,,,,,False,155 St,,
D13,145 St,40.824783,-73.944216,1,,151.0,145 St,"145 St (A,C,B,D)",145 St,151,M,False,A C B D,Subway,40.824783,-73.944216,0.0,,False,"145 St (A,C,B,D)",40.824783,-73.944216
D13N,145 St,40.824783,-73.944216,0,D13,,,,,,,,,,,,,,False,145 St,,
D13S,145 St,40.824783,-73.944216,0,D13,,,,,,,,,,,,,,False,145 St,,
D14,7 Av,40.762862,-73.981637,1,,277.0,7 Av,"7 Av (E,B,D)",7 Av,277,M,True,E B D,Subway,40.762862,-73.981637,0.0,,False,"7 Av (E,B,D)",40.762862,-73.981637
D14N,7 Av,40.762862,-73.981637,0,D14,,,,,,,,,,,,,,False,7 Av,,
D14S,7 Av,40.762862,-73.981637,0,D14,,,,,,,,,,,,,,False,7 Av,,
D15,47-50 Sts-Rockefeller Ctr,40.758663,-73.981329,1,,225.0,47-50 Sts-Rockefeller Ctr,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",47-50 Sts-Rockefeller Ctr,225,M,True,B D F M,Subway,40.758663,-73.981329,1.0,,False,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",40.758663,-73.981329
D15N,47-50 Sts-Rockefeller Ctr,40.758663,-73.981329,0,D15,,,,,,,,,,,,,,False,47-50 Sts-Rockefeller Ctr,,
D15S,47-50 Sts-Rockefeller Ctr,40.758663,-73.981329,0,D15,,,,,,,,,,,,,,False,47-50 Sts-Rockefeller Ctr,,
D16,42 St-Bryant Pk,40.754222,-73.984569,1,,609.0,42 St-Bryant Pk/5 Av,"42 St-Bryant Pk/5 Av (7,B,D,F,M)",42 St-Bryant Pk; 5 Av,226; 466,M,True,7 B D F M,Subway,40.7540215,-73.983266,0.0,,False,"42 St-Bryant Pk/5 Av (7,B,D,F,M)",40.7540215,-73.983266
D16N,42 St-Bryant Pk,40.754222,-73.984569,0,D16,,,,,,,,,,,,,,False,42 St-Bryant Pk,,
D16S,42 St-Bryant Pk,40.754222,-73.984569,0,D16,,,,,,,,,,,,,,False,42 St-Bryant Pk,,
D17,34 St-Herald Sq,40.749719,-73.987823,1,,607.0,34 St-Herald Sq,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",34 St-Herald Sq,12; 227,M,True,B D F M N Q R W,Subway,40.749643,-73.9878865,1.0,,False,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",40.749643,-73.9878865
D17N,34 St-Herald Sq,40.749719,-73.987823,0,D17,,,,,,,,,,,,,,False,34 St-Herald Sq,,
D17S,34 St-Herald Sq,40.749719,-73.987823,0,D17,,,,,,,,,,,,,,False,34 St-Herald Sq,,
D18,23 St,40.742878,-73.992821,1,,228.0,23 St,"23 St (F,M)",23 St,228,M,True,F M,Subway,40.742878,-73.992821,0.0,,False,"23 St (F,M)",40.742878,-73.992821
D18N,23 St,40.742878,-73.992821,0,D18,,,,,,,,,,,,,,False,23 St,,
D18S,23 St,40.742878,-73.992821,0,D18,,,,,,,,,,,,,,False,23 St,,
D19,14 St,40.738228,-73.996209,1,,601.0,14 St/6 Av,"14 St/6 Av (1,2,3,L,F,M)",14 St; 6 Av,116; 229; 322,M,True,1 2 3 L F M,Subway,40.73779633,-73.997732,1.0,,False,"14 St/6 Av (1,2,3,L,F,M)",40.73779633,-73.997732
D19N,14 St,40.738228,-73.996209,0,D19,,,,,,,,,,,,,,False,14 St,,
D19S,14 St,40.738228,-73.996209,0,D19,,,,,,,,,,,,,,False,14 St,,
D20,W 4 St-Wash Sq,40.732338,-74.000495,1,,167.0,W 4 St-Wash Sq,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",W 4 St-Wash Sq,167,M,True,A C E B D F M,Subway,40.732338,-74.000495,1.0,,False,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",40.732338,-74.000495
D20N,W 4 St-Wash Sq,40.732338,-74.000495,0,D20,,,,,,,,,,,,,,False,W 4 St-Wash Sq,,
D20S,W 4 St-Wash Sq,40.732338,-74.000495,0,D20,,,,,,,,,,,,,,False,W 4 St-Wash Sq,,
D21,Broadway-Lafayette St,40.725297,-73.996204,1,,619.0,Broadway-Lafayette St/Bleecker St,"Broadway-Lafayette St/Bleecker St (6,B,D,F,M)",Bleecker St; Broadway-Lafayette St,230; 408,M,True,6 B D F M,Subway,40.725606,-73.9954315,1.0,,False,"Broadway-Lafayette St/Bleecker St (6,B,D,F,M)",40.725606,-73.9954315
D21N,Broadway-Lafayette St,40.725297,-73.996204,0,D21,,,,,,,,,,,,,,False,Broadway-Lafayette St,,
D21S,Broadway-Lafayette St,40.725297,-73.996204,0,D21,,,,,,,,,,,,,,False,Broadway-Lafayette St,,
D22,Grand St,40.718267,-73.993753,1,,231.0,Grand St,"Grand St (B,D)",Grand St,231,M,True,B D,Subway,40.718267,-73.993753,0.0,,False,"Grand St (B,D)",40.718267,-73.993753
D22N,Grand St,40.718267,-73.993753,0,D22,,,,,,,,,,,,,,False,Grand St,,
D22S,Grand St,40.718267,-73.993753,0,D22,,,,,,,,,,,,,,False,Grand St,,
D24,Atlantic Av-Barclays Ctr,40.68446,-73.97689,1,,617.0,Atlantic Av-Barclays Ctr,"Atlantic Av-Barclays Ctr (2,3,4,5,B,D,N,Q,R)",Atlantic Av-Barclays Ctr,27; 40; 338,Bk,False,2 3 4 5 B D N Q R,Subway,40.68416167,-73.97778867,1.0,,False,"Atlantic Av-Barclays Ctr (2,3,4,5,B,D,N,Q,R)",40.68416167,-73.97778867
D24N,Atlantic Av-Barclays Ctr,40.68446,-73.97689,0,D24,,,,,,,,,,,,,,False,Atlantic Av-Barclays Ctr,,
D24S,Atlantic Av-Barclays Ctr,40.68446,-73.97689,0,D24,,,,,,,,,,,,,,False,Atlantic Av-Barclays Ctr,,
D25,7 Av,40.67705,-73.972367,1,,41.0,7 Av,"7 Av (B,Q)",7 Av,41,Bk,False,B Q,Subway,40.67705,-73.972367,0.0,,False,"7 Av (B,Q)",40.67705,-73.972367
D25N,7 Av,40.67705,-73.972367,0,D25,,,,,,,,,,,,,,False,7 Av,,
D25S,7 Av,40.67705,-73.972367,0,D25,,,,,,,,,,,,,,False,7 Av,,
D26,Prospect Park,40.661614,-73.962246,1,,42.0,Prospect Park,"Prospect Park (B,Q,S)",Prospect Park,42,Bk,False,B Q S,Open Cut,40.661614,-73.962246,1.0,,False,"Prospect Park (B,Q,S)",40.661614,-73.962246
D26N,Prospect Park,40.661614,-73.962246,0,D26,,,,,,,,,,,,,,False,Prospect Park,,
D26S,Prospect Park,40.661614,-73.962246,0,D26,,,,,,,,,,,,,,False,Prospect Park,,
D27,Parkside Av,40.655292,-73.961495,1,,43.0,Parkside Av,Parkside Av (Q),Parkside Av,43,Bk,False,Q,Open Cut,40.655292,-73.961495,0.0,,False,Parkside Av (Q),40.655292,-73.961495
D27N,Parkside Av,40.655292,-73.961495,0,D27,,,,,,,,,,,,,,False,Parkside Av,,
D27S,Parkside Av,40.655292,-73.961495,0,D27,,,,,,,,,,,,,,False,Parkside Av,,
D28,Church Av,40.650527,-73.962982,1,,44.0,Church Av,"Church Av (B,Q)",Church Av,44,Bk,False,B Q,Open Cut,40.650527,-73.962982,1.0,,False,"Church Av (B,Q)",40.650527,-73.962982
D28N,Church Av,40.650527,-73.962982,0,D28,,,,,,,,,,,,,,False,Church Av,,
D28S,Church Av,40.650527,-73.962982,0,D28,,,,,,,,,,,,,,False,Church Av,,
D29,Beverley Rd,40.644031,-73.964492,1,,45.0,Beverley Rd,Beverley Rd (Q),Beverley Rd,45,Bk,False,Q,Open Cut,40.644031,-73.964492,0.0,,False,Beverley Rd (Q),40.644031,-73.964492
D29N,Beverley Rd,40.644031,-73.964492,0,D29,,,,,,,,,,,,,,False,Beverley Rd,,
D29S,Beverley Rd,40.644031,-73.964492,0,D29,,,,,,,,,,,,,,False,Beverley Rd,,
D30,Cortelyou Rd,40.640927,-73.963891,1,,46.0,Cortelyou Rd,Cortelyou Rd (Q),Cortelyou Rd,46,Bk,False,Q,Open Cut,40.640927,-73.963891,0.0,,False,Cortelyou Rd (Q),40.640927,-73.963891
D30N,Cortelyou Rd,40.640927,-73.963891,0,D30,,,,,,,,,,,,,,False,Cortelyou Rd,,
D30S,Cortelyou Rd,40.640927,-73.963891,0,D30,,,,,,,,,,,,,,False,Cortelyou Rd,,
D31,Newkirk Plaza,40.635082,-73.962793,1,,47.0,Newkirk Plaza,"Newkirk Plaza (B,Q)",Newkirk Plaza,47,Bk,False,B Q,Open Cut,40.635082,-73.962793,0.0,,False,"Newkirk Plaza (B,Q)",40.635082,-73.962793
D31N,Newkirk Plaza,40.635082,-73.962793,0,D31,,,,,,,,,,,,,,False,Newkirk Plaza,,
D31S,Newkirk Plaza,40.635082,-73.962793,0,D31,,,,,,,,,,,,,,False,Newkirk Plaza,,
D32,Avenue H,40.62927,-73.961639,1,,48.0,Avenue H,Avenue H (Q),Avenue H,48,Bk,False,Q,Open Cut,40.62927,-73.961639,1.0,,False,Avenue H (Q),40.62927,-73.961639
D32N,Avenue H,40.62927,-73.961639,0,D32,,,,,,,,,,,,,,False,Avenue H,,
D32S,Avenue H,40.62927,-73.961639,0,D32,,,,,,,,,,,,,,False,Avenue H,,
D33,Avenue J,40.625039,-73.960803,1,,49.0,Avenue J,Avenue J (Q),Avenue J,49,Bk,False,Q,Open Cut,40.625039,-73.960803,0.0,,False,Avenue J (Q),40.625039,-73.960803
D33N,Avenue J,40.625039,-73.960803,0,D33,,,,,,,,,,,,,,False,Avenue J,,
D33S,Avenue J,40.625039,-73.960803,0,D33,,,,,,,,,,,,,,False,Avenue J,,
D34,Avenue M,40.617618,-73.959399,1,,50.0,Avenue M,Avenue M (Q),Avenue M,50,Bk,False,Q,Open Cut,40.617618,-73.959399,0.0,,False,Avenue M (Q),40.617618,-73.959399
D34N,Avenue M,40.617618,-73.959399,0,D34,,,,,,,,,,,,,,False,Avenue M,,
D34S,Avenue M,40.617618,-73.959399,0,D34,,,,,,,,,,,,,,False,Avenue M,,
D35,Kings Hwy,40.60867,-73.957734,1,,51.0,Kings Hwy,"Kings Hwy (B,Q)",Kings Hwy,51,Bk,False,B Q,Open Cut,40.60867,-73.957734,1.0,,False,"Kings Hwy (B,Q)",40.60867,-73.957734
D35N,Kings Hwy,40.60867,-73.957734,0,D35,,,,,,,,,,,,,,False,Kings Hwy,,
D35S,Kings Hwy,40.60867,-73.957734,0,D35,,,,,,,,,,,,,,False,Kings Hwy,,
D37,Avenue U,40.5993,-73.955929,1,,52.0,Avenue U,Avenue U (Q),Avenue U,52,Bk,False,Q,Open Cut,40.5993,-73.955929,0.0,,False,Avenue U (Q),40.5993,-73.955929
D37N,Avenue U,40.5993,-73.955929,0,D37,,,,,,,,,,,,,,False,Avenue U,,
D37S,Avenue U,40.5993,-73.955929,0,D37,,,,,,,,,,,,,,False,Avenue U,,
D38,Neck Rd,40.595246,-73.955161,1,,53.0,Neck Rd,Neck Rd (Q),Neck Rd,53,Bk,False,Q,Open Cut,40.595246,-73.955161,0.0,,False,Neck Rd (Q),40.595246,-73.955161
D38N,Neck Rd,40.595246,-73.955161,0,D38,,,,,,,,,,,,,,False,Neck Rd,,
D38S,Neck Rd,40.595246,-73.955161,0,D38,,,,,,,,,,,,,,False,Neck Rd,,
D39,Sheepshead Bay,40.586896,-73.954155,1,,54.0,Sheepshead Bay,"Sheepshead Bay (B,Q)",Sheepshead Bay,54,Bk,False,B Q,Open Cut,40.586896,-73.954155,1.0,,False,"Sheepshead Bay (B,Q)",40.586896,-73.954155
D39N,Sheepshead Bay,40.586896,-73.954155,0,D39,,,,,,,,,,,,,,False,Sheepshead Bay,,
D39S,Sheepshead Bay,40.586896,-73.954155,0,D39,,,,,,,,,,,,,,False,Sheepshead Bay,,
D40,Brighton Beach,40.577621,-73.961376,1,,55.0,Brighton Beach,"Brighton Beach (B,Q)",Brighton Beach,55,Bk,False,B Q,Elevated,40.577621,-73.961376,0.0,,False,"Brighton Beach (B,Q)",40.577621,-73.961376
D40N,Brighton Beach,40.577621,-73.961376,0,D40,,,,,,,,,,,,,,False,Brighton Beach,,
D40S,Brighton Beach,40.577621,-73.961376,0,D40,,,,,,,,,,,,,,False,Brighton Beach,,
D41,Ocean Pkwy,40.576312,-73.968501,1,,56.0,Ocean Pkwy,Ocean Pkwy (Q),Ocean Pkwy,56,Bk,False,Q,Elevated,40.576312,-73.968501,0.0,,False,Ocean Pkwy (Q),40.576312,-73.968501
D41N,Ocean Pkwy,40.576312,-73.968501,0,D41,,,,,,,,,,,,,,False,Ocean Pkwy,,
D41S,Ocean Pkwy,40.576312,-73.968501,0,D41,,,,,,,,,,,,,,False,Ocean Pkwy,,
D42,W 8 St-NY Aquarium,40.576127,-73.975939,1,,57.0,W 8 St-NY Aquarium,"W 8 St-NY Aquarium (F,Q)",W 8 St-NY Aquarium,57,Bk,False,F Q,Elevated,40.576127,-73.975939,0.0,,False,"W 8 St-NY Aquarium (F,Q)",40.576127,-73.975939
D42N,W 8 St-NY Aquarium,40.576127,-73.975939,0,D42,,,,,,,,,,,,,,False,W 8 St-NY Aquarium,,
D42S,W 8 St-NY Aquarium,40.576127,-73.975939,0,D42,,,,,,,,,,,,,,False,W 8 St-NY Aquarium,,
D43,Coney Island-Stillwell Av,40.577422,-73.981233,1,,58.0,Coney Island-Stillwell Av,"Coney Island-Stillwell Av (D,F,N,Q)",Coney Island-Stillwell Av,58,Bk,False,D F N Q,Viaduct,40.577422,-73.981233,1.0,,False,"Coney Island-Stillwell Av (D,F,N,Q)",40.577422,-73.981233
D43N,Coney Island-Stillwell Av,40.577422,-73.981233,0,D43,,,,,,,,,,,,,,False,Coney Island-Stillwell Av,,
D43S,Coney Island-Stillwell Av,40.577422,-73.981233,0,D43,,,,,,,,,,,,,,False,Coney Island-Stillwell Av,,
E01,World Trade Center,40.712582,-74.009781,1,,624.0,Chambers St/WTC/Park Place/Cortlandt St,"Chambers St/WTC/Park Place/Cortlandt St (2,3,A,C,E,R,W)",Chambers St; Cortlandt St; Park Place; World Trade Center,21; 170; 171; 331,M,True,2 3 A C E R W,Subway,40.712603,-74.0095515,2.0,R W accessible; A C not accessible; E accessible; 2 3 not accessible,False,"Chambers St/WTC/Park Place/Cortlandt St (2,3,A,C,E,R,W)",40.712603,-74.0095515
E01N,World Trade Center,40.712582,-74.009781,0,E01,,,,,,,,,,,,,,False,World Trade Center,,
E01S,World Trade Center,40.712582,-74.009781,0,E01,,,,,,,,,,,,,,False,World Trade Center,,
F01,Jamaica-179 St,40.712646,-73.783817,1,,254.0,Jamaica-179 St,Jamaica-179 St (F),Jamaica-179 St,254,Q,False,F,Subway,40.712646,-73.783817,1.0,,False,Jamaica-179 St (F),40.712646,-73.783817
F01N,Jamaica-179 St,40.712646,-73.783817,0,F01,,,,,,,,,,,,,,False,Jamaica-179 St,,
F01S,Jamaica-179 St,40.712646,-73.783817,0,F01,,,,,,,,,,,,,,False,Jamaica-179 St,,
F02,169 St,40.71047,-73.793604,1,,255.0,169 St,169 St (F),169 St,255,Q,False,F,Subway,40.71047,-73.793604,0.0,,False,169 St (F),40.71047,-73.793604
F02N,169 St,40.71047,-73.793604,0,F02,,,,,,,,,,,,,,False,169 St,,
F02S,169 St,40.71047,-73.793604,0,F02,,,,,,,,,,,,,,False,169 St,,
F03,Parsons Blvd,40.707564,-73.803326,1,,256.0,Parsons Blvd,Parsons Blvd (F),Parsons Blvd,256,Q,False,F,Subway,40.707564,-73.803326,0.0,,False,Parsons Blvd (F),40.707564,-73.803326
F03N,Parsons Blvd,40.707564,-73.803326,0,F03,,,,,,,,,,,,,,False,Parsons Blvd,,
F03S,Parsons Blvd,40.707564,-73.803326,0,F03,,,,,,,,,,,,,,False,Parsons Blvd,,
F04,Sutphin Blvd,40.70546,-73.810708,1,,257.0,Sutphin Blvd,Sutphin Blvd (F),Sutphin Blvd,257,Q,False,F,Subway,40.70546,-73.810708,0.0,,False,Sutphin Blvd (F),40.70546,-73.810708
F04N,Sutphin Blvd,40.70546,-73.810708,0,F04,,,,,,,,,,,,,,False,Sutphin Blvd,,
F04S,Sutphin Blvd,40.70546,-73.810708,0,F04,,,,,,,,,,,,,,False,Sutphin Blvd,,
F05,Briarwood,40.709179,-73.820574,1,,258.0,Briarwood,"Briarwood (E,F)",Briarwood,258,Q,False,E F,Subway,40.709179,-73.820574,0.0,,False,"Briarwood (E,F)",40.709179,-73.820574
F05N,Briarwood,40.709179,-73.820574,0,F05,,,,,,,,,,,,,,False,Briarwood,,
F05S,Briarwood,40.709179,-73.820574,0,F05,,,,,,,,,,,,,,False,Briarwood,,
F06,Kew Gardens-Union Tpke,40.714441,-73.831008,1,,259.0,Kew Gardens-Union Tpke,"Kew Gardens-Union Tpke (E,F)",Kew Gardens-Union Tpke,259,Q,False,E F,Subway,40.714441,-73.831008,1.0,,False,"Kew Gardens-Union Tpke (E,F)",40.714441,-73.831008
F06N,Kew Gardens-Union Tpke,40.714441,-73.831008,0,F06,,,,,,,,,,,,,,False,Kew Gardens-Union Tpke,,
F06S,Kew Gardens-Union Tpke,40.714441,-73.831008,0,F06,,,,,,,,,,,,,,False,Kew Gardens-Union Tpke,,
F07,75 Av,40.718331,-73.837324,1,,260.0,75 Av,"75 Av (E,F)",75 Av,260,Q,False,E F,Subway,40.718331,-73.837324,0.0,,False,"75 Av (E,F)",40.718331,-73.837324
F07N,75 Av,40.718331,-73.837324,0,F07,,,,,,,,,,,,,,False,75 Av,,
F07S,75 Av,40.718331,-73.837324,0,F07,,,,,,,,,,,,,,False,75 Av,,
F09,Court Sq-23 St,40.747846,-73.946,1,,606.0,Court Sq-23 St,"Court Sq-23 St (7,E,F,G)",Court Sq; Court Sq-23 St,274; 281; 462,Q,False,7 E F G,Elevated; Subway,40.747141,-73.945032,2.0,E M Manhattan-bound only; G accessible; 7 accessible,False,"Court Sq-23 St (7,E,F,G)",40.747141,-73.945032
F09N,Court Sq-23 St,40.747846,-73.946,0,F09,,,,,,,,,,,,,,False,Court Sq-23 St,,
F09S,Court Sq-23 St,40.747846,-73.946,0,F09,,,,,,,,,,,,,,False,Court Sq-23 St,,
F11,Lexington Av/53 St,40.757552,-73.969055,1,,612.0,Lexington Av/51-53 Sts,"Lexington Av/51-53 Sts (6,E,F)",51 St; Lexington Av/53 St,275; 401,M,True,6 E F,Subway,40.7573295,-73.9704875,1.0,,False,"Lexington Av/51-53 Sts (6,E,F)",40.7573295,-73.9704875
F11N,Lexington Av/53 St,40.757552,-73.969055,0,F11,,,,,,,,,,,,,,False,Lexington Av/53 St,,
F11S,Lexington Av/53 St,40.757552,-73.969055,0,F11,,,,,,,,,,,,,,False,Lexington Av/53 St,,
F12,5 Av/53 St,40.760167,-73.975224,1,,276.0,5 Av/53 St,"5 Av/53 St (E,F)",5 Av/53 St,276,M,True,E F,Subway,40.760167,-73.975224,0.0,,False,"5 Av/53 St (E,F)",40.760167,-73.975224
F12N,5 Av/53 St,40.760167,-73.975224,0,F12,,,,,,,,,,,,,,False,5 Av/53 St,,
F12S,5 Av/53 St,40.760167,-73.975224,0,F12,,,,,,,,,,,,,,False,5 Av/53 St,,
F14,2 Av,40.723402,-73.989938,1,,232.0,2 Av,2 Av (F),2 Av,232,M,True,F,Subway,40.723402,-73.989938,0.0,,False,2 Av (F),40.723402,-73.989938
F14N,2 Av,40.723402,-73.989938,0,F14,,,,,,,,,,,,,,False,2 Av,,
F14S,2 Av,40.723402,-73.989938,0,F14,,,,,,,,,,,,,,False,2 Av,,
F15,Delancey St-Essex St,40.718611,-73.988114,1,,625.0,Delancey St-Essex St,"Delancey St-Essex St (F,M,J,Z)",Delancey St-Essex St,102; 233,M,True,F M J Z,Subway,40.718463,-73.9877755,0.0,,False,"Delancey St-Essex St (F,M,J,Z)",40.718463,-73.9877755
F15N,Delancey St-Essex St,40.718611,-73.988114,0,F15,,,,,,,,,,,,,,False,Delancey St-Essex St,,
F15S,Delancey St-Essex St,40.718611,-73.988114,0,F15,,,,,,,,,,,,,,False,Delancey St-Essex St,,
F16,East Broadway,40.713715,-73.990173,1,,234.0,East Broadway,East Broadway (F),East Broadway,234,M,True,F,Subway,40.713715,-73.990173,0.0,,False,East Broadway (F),40.713715,-73.990173
F16N,East Broadway,40.713715,-73.990173,0,F16,,,,,,,,,,,,,,False,East Broadway,,
F16S,East Broadway,40.713715,-73.990173,0,F16,,,,,,,,,,,,,,False,East Broadway,,
F18,York St,40.701397,-73.986751,1,,235.0,York St,York St (F),York St,235,Bk,False,F,Subway,40.701397,-73.986751,0.0,,False,York St (F),40.701397,-73.986751
F18N,York St,40.701397,-73.986751,0,F18,,,,,,,,,,,,,,False,York St,,
F18S,York St,40.701397,-73.986751,0,F18,,,,,,,,,,,,,,False,York St,,
F20,Bergen St,40.686145,-73.990862,1,,236.0,Bergen St,"Bergen St (F,G)",Bergen St,236,Bk,False,F G,Subway,40.686145,-73.990862,0.0,,False,"Bergen St (F,G)",40.686145,-73.990862
F20N,Bergen St,40.686145,-73.990862,0,F20,,,,,,,,,,,,,,False,Bergen St,,
F20S,Bergen St,40.686145,-73.990862,0,F20,,,,,,,,,,,,,,False,Bergen St,,
F21,Carroll St,40.680303,-73.995048,1,,237.0,Carroll St,"Carroll St (F,G)",Carroll St,237,Bk,False,F G,Subway,40.680303,-73.995048,0.0,,False,"Carroll St (F,G)",40.680303,-73.995048
F21N,Carroll St,40.680303,-73.995048,0,F21,,,,,,,,,,,,,,False,Carroll St,,
F21S,Carroll St,40.680303,-73.995048,0,F21,,,,,,,,,,,,,,False,Carroll St,,
F22,Smith-9 Sts,40.67358,-73.995959,1,,238.0,Smith-9 Sts,"Smith-9 Sts (F,G)",Smith-9 Sts,238,Bk,False,F G,Viaduct,40.67358,-73.995959,0.0,,False,"Smith-9 Sts (F,G)",40.67358,-73.995959
F22N,Smith-9 Sts,40.67358,-73.995959,0,F22,,,,,,,,,,,,,,False,Smith-9 Sts,,
F22S,Smith-9 Sts,40.67358,-73.995959,0,F22,,,,,,,,,,,,,,False,Smith-9 Sts,,
F23,4 Av-9 St,40.670272,-73.989779,1,,608.0,4 Av-9 St,"4 Av-9 St (F,G,R)",4 Av-9 St,29; 239,Bk,False,F G R,Subway; Viaduct,40.6705595,-73.9890405,0.0,,False,"4 Av-9 St (F,G,R)",40.6705595,-73.9890405
F23N,4 Av-9 St,40.670272,-73.989779,0,F23,,,,,,,,,,,,,,False,4 Av-9 St,,
F23S,4 Av-9 St,40.670272,-73.989779,0,F23,,,,,,,,,,,,,,False,4 Av-9 St,,
F24,7 Av,40.666271,-73.980305,1,,240.0,7 Av,"7 Av (F,G)",7 Av,240,Bk,False,F G,Subway,40.666271,-73.980305,1.0,,False,"7 Av (F,G)",40.666271,-73.980305
F24N,7 Av,40.666271,-73.980305,0,F24,,,,,,,,,,,,,,False,7 Av,,
F24S,7 Av,40.666271,-73.980305,0,F24,,,,,,,,,,,,,,False,7 Av,,
F25,15 St-Prospect Park,40.660365,-73.979493,1,,241.0,15 St-Prospect Park,"15 St-Prospect Park (F,G)",15 St-Prospect Park,241,Bk,False,F G,Subway,40.660365,-73.979493,0.0,,False,"15 St-Prospect Park (F,G)",40.660365,-73.979493
F25N,15 St-Prospect Park,40.660365,-73.979493,0,F25,,,,,,,,,,,,,,False,15 St-Prospect Park,,
F25S,15 St-Prospect Park,40.660365,-73.979493,0,F25,,,,,,,,,,,,,,False,15 St-Prospect Park,,
F26,Fort Hamilton Pkwy,40.650782,-73.975776,1,,242.0,Fort Hamilton Pkwy,"Fort Hamilton Pkwy (F,G)",Fort Hamilton Pkwy,242,Bk,False,F G,Subway,40.650782,-73.975776,0.0,,False,"Fort Hamilton Pkwy (F,G)",40.650782,-73.975776
F26N,Fort Hamilton Pkwy,40.650782,-73.975776,0,F26,,,,,,,,,,,,,,False,Fort Hamilton Pkwy,,
F26S,Fort Hamilton Pkwy,40.650782,-73.975776,0,F26,,,,,,,,,,,,,,False,Fort Hamilton Pkwy,,
F27,Church Av,40.644041,-73.979678,1,,243.0,Church Av,"Church Av (F,G)",Church Av,243,Bk,False,F G,Subway,40.644041,-73.979678,1.0,,False,"Church Av (F,G)",40.644041,-73.979678
F27N,Church Av,40.644041,-73.979678,0,F27,,,,,,,,,,,,,,False,Church Av,,
F27S,Church Av,40.644041,-73.979678,0,F27,,,,,,,,,,,,,,False,Church Av,,
F29,Ditmas Av,40.636119,-73.978172,1,,244.0,Ditmas Av,Ditmas Av (F),Ditmas Av,244,Bk,False,F,Elevated,40.636119,-73.978172,0.0,,False,Ditmas Av (F),40.636119,-73.978172
F29N,Ditmas Av,40.636119,-73.978172,0,F29,,,,,,,,,,,,,,False,Ditmas Av,,
F29S,Ditmas Av,40.636119,-73.978172,0,F29,,,,,,,,,,,,,,False,Ditmas Av,,
F30,18 Av,40.629755,-73.976971,1,,245.0,18 Av,18 Av (F),18 Av,245,Bk,False,F,Elevated,40.629755,-73.976971,0.0,,False,18 Av (F),40.629755,-73.976971
F30N,18 Av,40.629755,-73.976971,0,F30,,,,,,,,,,,,,,False,18 Av,,
F30S,18 Av,40.629755,-73.976971,0,F30,,,,,,,,,,,,,,False,18 Av,,
F31,Avenue I,40.625322,-73.976127,1,,246.0,Avenue I,Avenue I (F),Avenue I,246,Bk,False,F,Elevated,40.625322,-73.976127,0.0,,False,Avenue I (F),40.625322,-73.976127
F31N,Avenue I,40.625322,-73.976127,0,F31,,,,,,,,,,,,,,False,Avenue I,,
F31S,Avenue I,40.625322,-73.976127,0,F31,,,,,,,,,,,,,,False,Avenue I,,
