station_complex_id,station_complex_name,borough,log_avg_ridership,subway_trips_per_hour_am_peak,subway_lines_serving_station,inv_headway,log_jobs_access_network,log_pop_density_0p5mi,landuse_entropy_0p5mi,cultural_count_0p5mi_log1p,pct_walked_access_network,log_pct_walked_access_network,log_bus_routes_access_network
371,Hunts Point Av (6),Bronx,8.800852816,54.33,0,0.999999000001,8.40200678160712,10.762975101585972,2.334338821,2.079441542,9.73652603,2.3736515758621053,2.3978952727983707
372,Longwood Av (6),Bronx,7.723488301,45.33,0,0.999999000001,8.783549477153265,10.777601205511097,2.186467943,2.302585093,10.62359572,2.4530371458971505,2.639057329615259
373,E 149 St (6),Bronx,8.027440708,46.0,0,0.999999000001,8.075271546297458,10.62478477651242,2.113467364,1.791759469,9.575564299,2.3585460851162265,2.772588722239781
374,E 143 St-St Mary's St (6),Bronx,6.836721138,46.0,0,0.999999000001,7.944137491114112,10.47522952026939,2.154512099,0.0,8.231800779,2.222654130135158,2.5649493574615367
375,Cypress Av (6),Bronx,7.514471795,46.33,0,0.999999000001,8.126813720726114,10.363945768938333,1.857940905,0.693147181,9.57029046,2.358047279164001,2.4849066497880004
376,Brook Av (6),Bronx,8.144446722,46.67,0,0.999999000001,8.41847721847708,10.840227761277692,2.113769537,2.197224577,10.66618315,2.456694327676752,2.5649493574615367
377,3 Av-138 St (6),Bronx,8.62036576,57.67,0,0.999999000001,8.662331957082475,10.677085049993376,2.098356303,2.079441542,11.46193057,2.5226784427696463,2.772588722239781
392,"125 St (4,5,6)",Manhattan,9.723251121,139.0,0,1.999996000008,8.804775258867686,10.953487161283544,2.087292047,3.433987204,8.96120628,2.2986981767127856,3.295836866004329
393,116 St (6),Manhattan,9.093232845,58.0,0,0.999999000001,8.889032571874742,11.337452403605107,1.787865763,3.401197382,9.199911248,2.3223790190758997,3.295836866004329
394,110 St (6),Manhattan,8.814812105,58.0,0,0.999999000001,9.07015834137632,11.402630573054733,1.61907725,3.36729583,10.91379082,2.4776966215569773,3.367295829986474
395,103 St (6),Manhattan,9.045691162,58.33,0,0.999999000001,9.251098364448351,11.3515353099315,1.717983775,3.33220451,14.48299185,2.7397421214507856,3.258096538021482
396,96 St (6),Manhattan,9.4869721,57.67,0,0.999999000001,9.47608353690921,11.503894811084525,1.811701779,3.931825633,14.7975987,2.7598579474699787,3.295836866004329
397,"86 St (4,5,6)",Manhattan,10.42786081,141.67,0,1.999996000008,9.48432911729596,11.640940419992829,1.737196586,4.025351691,15.7480369,2.818281051402619,3.6635616461296463
398,77 St (6),Manhattan,9.959834162,58.33,0,0.999999000001,9.621522440413576,11.505719564719898,1.725926377,3.891820298,21.28043643,3.1037090032873405,3.6635616461296463
399,68 St-Hunter College (6),Manhattan,9.845591626,59.0,0,0.999999000001,10.301525144815496,11.272699333674742,1.616459289,3.761200116,27.86109739,3.3624945772243326,4.430816798843313
613,"Lexington Av/59 St (4,5,6,N,R,W)",Manhattan,10.58049049,82.0,2,0.999999000001,10.516698269778406,11.08881256248958,1.694599717,4.060443011,36.02858492,3.611690179774592,4.465908118654584
612,"Lexington Av/51-53 Sts (6,E,F)",Manhattan,10.65903269,66.67,1,0.999999000001,11.082573225354114,10.979581529773636,1.537171286,4.262679877,38.56704295,3.677996523011812,4.465908118654584
610,"Grand Central-42 St (4,5,6,7,S)",Manhattan,11.63129938,67.67,1,0.999999000001,11.27397006260868,10.927879042172982,1.568827582,4.682131227,43.09656446,3.786381876016813,4.51085950651685
403,33 St (6),Manhattan,9.899556815,59.0,0,0.999999000001,11.055213976853723,11.296695459925086,1.606575729,4.709530201,41.12050424,3.740534658704088,4.48863636973214
404,28 St (6),Manhattan,9.627117551,58.67,0,0.999999000001,10.800350786744184,11.374237945196334,1.687242794,4.859812404,35.64484432,3.6012727450402315,4.5217885770490405
405,23 St-Baruch College (6),Manhattan,9.8779144,58.33,1,0.999999000001,10.402382285434154,11.372881482825592,1.761269875,4.927253685,29.58321509,3.4204513319920657,4.442651256490317
